ecg
-0.013997771
-0.013788755
-0.014220518
-0.014970618
-0.014512786
-0.014940387
-0.016167644
-0.015805807
-0.016570038
-0.015995089
-0.016180795
-0.016932455
-0.017305175
-0.018839163
-0.018417284
-0.018616643
-0.017202805
-0.015252138
-0.013404015
-0.008951836
-0.007427225
-0.007233298
-0.006542114
-0.008523754
-0.008955351
-0.00969351
-0.010714745
-0.010773723
-0.010933275
-0.010453991
-0.011842888
-0.013365658
-0.01580511
-0.017000932
-0.01633167
-0.01641866
-0.017210497
-0.016141942
-0.016546058
-0.015360261
-0.013828584
-0.012554217
-0.010646227
-0.010004191
-0.009679272
-0.010374891
-0.012268795
-0.012514584
-0.012024179
-0.010855643
-0.009488604
-0.009698806
-0.010062713
-0.010745098
-0.010064903
-0.009402793
-0.006051123
-0.000663794
0.004993907
0.012869447
0.021767156
0.029438164
0.034979522
0.040390145
0.044819354
0.04584014
0.04421629
0.041526407
0.038307813
0.034902093
0.028239598
0.020310769
0.008004355
-0.007511121
-0.022508002
-0.03562353
-0.042918664
-0.044049396
-0.040846599
-0.035864597
-0.033242678
-0.034192348
-0.036025436
-0.038740088
-0.040256156
-0.040334382
-0.039647382
-0.037498924
-0.037338178
-0.035277497
-0.029278676
-0.019794501
0.001859704
0.046209893
0.116013858
0.205474042
0.308317353
0.40146639
0.44967067
0.43315042
0.34512647
0.20491639
0.052755089
-0.071977867
-0.143334123
-0.151667696
-0.11784467
-0.070903572
-0.033000897
-0.015908196
-0.017697299
-0.0313932
-0.045553574
-0.053878111
-0.055718144
-0.052823109
-0.048659666
-0.045147329
-0.042269018
-0.040560854
-0.03894034
-0.037788737
-0.035508453
-0.033148675
-0.030436673
-0.027606001
-0.024367859
-0.02186805
-0.019090181
-0.017027942
-0.014773047
-0.012737131
-0.010263844
-0.006670984
-0.003700024
-0.001457572
0.000743906
0.000940541
0.002324169
0.004219593
0.00532328
0.006562259
0.009745499
0.013427209
0.019150876
0.025839722
0.033199159
0.04335363
0.052142079
0.060363779
0.067797162
0.073704813
0.07995648
0.086107387
0.09321058
0.102373238
0.112622823
0.123376956
0.1358734
0.14714664
0.155932807
0.163515845
0.170474011
0.175048211
0.178530743
0.180563489
0.181717387
0.181639306
0.178831645
0.17302279
0.163364604
0.149503402
0.130527993
0.109281062
0.087980406
0.066084484
0.043664476
0.021388896
-0.001238658
-0.020998385
-0.040431248
-0.057623345
-0.072083618
-0.084000307
-0.093010251
-0.100010678
-0.104717947
-0.109574043
-0.113922244
-0.117155057
-0.11864422
-0.11782626
-0.115513965
-0.112112617
-0.108866545
-0.107123171
-0.106492662
-0.106629504
-0.106641576
-0.105884923
-0.104681499
-0.102330719
-0.099545399
-0.096613075
-0.093880168
-0.09127476
-0.086976315
-0.082905494
-0.080768267
-0.076348843
-0.072363027
-0.069472127
-0.067054867
-0.065233577
-0.063108588
-0.061317074
-0.058571451
-0.056828957
-0.055035267
-0.052759505
-0.052411904
-0.051073139
-0.051150648
-0.05053141
-0.047938722
-0.047551425
-0.045897041
-0.044696883
-0.04406881
-0.044758359
-0.04581045
-0.046088873
-0.047960357
-0.048221844
-0.047626095
-0.046866569
-0.043927314
-0.041584729
-0.040348543
-0.038519205
-0.038151065
-0.03796092
-0.039449441
-0.040579732
-0.040447779
-0.039146809
-0.037953177
-0.037133948
-0.036388417
-0.037231856
-0.038137832
-0.039717862
-0.039205895
-0.038249851
-0.036564332
-0.035862615
-0.034754633
-0.035453572
-0.035142755
-0.034674447
-0.035133061
-0.03560828
-0.036007052
-0.036414464
-0.036173144
-0.036870901
-0.037490701
-0.037266449
-0.037634813
-0.037287748
-0.036768544
-0.035128083
-0.033972033
-0.033580645
-0.032422574
-0.031823084
-0.031040779
-0.029689453
-0.028102085
-0.025748757
-0.025259682
-0.023608854
-0.022945478
-0.023152394
-0.024503585
-0.027092026
-0.028848939
-0.03048663
-0.030543339
-0.029690053
-0.029697383
-0.028638031
-0.027804147
-0.027257878
-0.026549211
-0.026288378
-0.025090322
-0.024505114
-0.02388274
-0.022599266
-0.020465648
-0.017995647
-0.015504218
-0.013757681
-0.013605239
-0.015376908
-0.016947347
-0.01837947
-0.018262374
-0.016262949
-0.017057458
-0.01650029
-0.01587328
-0.016290606
-0.016359274
-0.017951249
-0.019540161
-0.021143042
-0.022233879
-0.022763738
-0.021289074
-0.018728669
-0.014106004
-0.010172528
-0.007337091
-0.006205301
-0.007037665
-0.009780326
-0.013433644
-0.016903478
-0.020126349
-0.021829893
-0.021383593
-0.020467998
-0.017840645
-0.016450949
-0.016245992
-0.017036435
-0.018025583
-0.017997289
-0.017346981
-0.015962567
-0.014520561
-0.012603975
-0.012344506
-0.012565226
-0.01205235
-0.010439586
-0.009005063
-0.00742795
-0.006062135
-0.004858686
-0.002050251
0.001613054
0.008571771
0.015706711
0.02228823
0.029179958
0.034577371
0.038668765
0.042285993
0.044329999
0.041807335
0.039628877
0.036828607
0.032165348
0.027882682
0.022708732
0.014529785
0.00443037
-0.009409656
-0.023051375
-0.031424802
-0.036278453
-0.035640803
-0.032373529
-0.029576659
-0.028961749
-0.029327905
-0.031934862
-0.032916858
-0.033742027
-0.036100726
-0.036043116
-0.035469769
-0.034541729
-0.032314142
-0.026937078
-0.015503047
0.007360779
0.049857295
0.118088227
0.206465537
0.307434349
0.398686253
0.444421314
0.426045741
0.336807804
0.19756085
0.048955961
-0.073536358
-0.141853078
-0.149050015
-0.113479203
-0.065108616
-0.027700438
-0.010385082
-0.013275164
-0.026212696
-0.039450185
-0.047360392
-0.047514819
-0.043630708
-0.039619723
-0.035943846
-0.035013022
-0.034851623
-0.035239971
-0.034068132
-0.031794131
-0.030196853
-0.026204971
-0.023124618
-0.020246328
-0.017661582
-0.016926181
-0.013770508
-0.011855403
-0.00991517
-0.00648444
-0.004152629
